Claim_ID,Food_ID,Receiver_ID,Status,Timestamp,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name_x,Type_x,Address,City_x,Contact_x,Name_y,Type_y,City_y,Contact_y
61,990,550,cancelled,2025-03-08 21:06:00,pasta,11,2025-03-25,720,restaurant,francisshire,vegetarian,breakfast,"page, smith and davis",restaurant,"065 mary estate apt. 886
north jessica, ny 33169",francisshire,921-470-8846x3047,shawn gibson,individual,south eric,001-268-793-0427x33000
62,258,678,pending,2025-03-17 14:07:00,fish,24,2025-03-21,101,restaurant,east angelafort,vegetarian,breakfast,chambers-waters,restaurant,"56762 kimberly light suite 474
matthewmouth, ut 45275",east angelafort,001-230-322-3448x38934,joseph johnson,ngo,south jasminechester,412.202.8352x6950
63,119,279,pending,2025-03-08 21:30:00,bread,49,2025-03-28,135,catering service,east candace,non-vegetarian,breakfast,dyer group,catering service,"601 kent mills apt. 098
new robertstad, ny 73393",east candace,906.900.1026,angela wyatt,charity,port jessica,592.913.1646x3179
64,771,90,completed,2025-03-17 13:38:00,chicken,9,2025-03-23,551,restaurant,east sandratown,vegetarian,dinner,"holland, caldwell and oliver",restaurant,"7502 silva lights apt. 125
north brittany, ma 40389",east sandratown,(670)960-9465,alvin west,shelter,kellybury,(417)314-8724
65,424,532,cancelled,2025-03-15 15:00:00,pasta,41,2025-03-27,910,restaurant,leeburgh,non-vegetarian,lunch,lee plc,restaurant,"886 mark plain suite 687
lake nicholashaven, mn 43931",leeburgh,346.517.7901x471,david sellers dvm,individual,south michaelfurt,492.321.3443
66,310,730,cancelled,2025-03-11 19:22:00,rice,13,2025-03-20,528,supermarket,markport,vegan,dinner,baird plc,supermarket,"10521 jared mill suite 659
mccormickhaven, mo 07533",markport,001-930-122-6265x199,felicia glover,shelter,east michael,982-844-2370
67,486,817,completed,2025-03-17 17:22:00,chicken,9,2025-03-25,550,catering service,timothychester,vegan,snacks,"phelps, graham and hayes",catering service,"59138 sherman light apt. 256
rossside, nd 89271",timothychester,(512)814-0594x96653,victoria torres,charity,martinchester,+1-624-780-9445x7755
68,526,321,pending,2025-03-02 04:49:00,rice,11,2025-03-30,883,supermarket,new jacob,vegetarian,lunch,"lewis, wagner and solis",supermarket,"250 chloe common
south elizabethbury, nh 23690",new jacob,001-094-480-8706,wanda wise,shelter,south bethanyport,(940)028-0493x49472
69,321,45,completed,2025-03-10 06:15:00,pasta,20,2025-03-18,572,supermarket,lake cathy,non-vegetarian,lunch,shaw group,supermarket,"psc 8369, box 1372
apo ap 87487",lake cathy,+1-168-522-2184x289,derek potter,charity,south laurachester,497-372-7517x026
70,203,479,completed,2025-03-19 15:41:00,pasta,8,2025-03-24,215,grocery store,new curtis,vegetarian,breakfast,simmons ltd,grocery store,"6249 michelle islands apt. 374
west heather, vt 67074",new curtis,(219)975-7084,karen reeves md,ngo,lake mitchellbury,365-174-3809
71,538,897,cancelled,2025-03-02 15:34:00,dairy,18,2025-03-29,840,restaurant,cisnerostown,vegetarian,lunch,farmer ltd,restaurant,"594 patel road suite 676
autumnborough, ak 45847",cisnerostown,924.147.5562x1759,shelby rice,shelter,new loriberg,+1-213-470-2112x7474
72,851,44,completed,2025-03-04 10:49:00,fruits,35,2025-03-18,516,catering service,new aaronberg,non-vegetarian,snacks,"raymond, kelly and yates",catering service,"8919 natasha tunnel
jacksonburgh, mo 07674",new aaronberg,(590)421-4384,andrew lawson,shelter,davisborough,622.566.7870
73,708,222,pending,2025-03-05 23:42:00,rice,17,2025-03-22,800,catering service,east amyfurt,vegan,lunch,"hughes, fuller and sanchez",catering service,"19447 michael locks apt. 580
thompsonburgh, nj 75869",east amyfurt,(040)473-0155,stephanie jones,shelter,west aaronport,001-029-940-1111
74,487,62,cancelled,2025-03-02 13:20:00,fruits,43,2025-03-18,499,catering service,jonathanstad,vegetarian,dinner,blankenship-lewis,catering service,"883 lee alley
east robertview, mi 64109",jonathanstad,651-552-2403,nichole lewis,ngo,north catherinefurt,777-445-5269x5255
75,909,161,cancelled,2025-03-06 11:44:00,fish,10,2025-03-28,831,catering service,lewishaven,vegan,snacks,figueroa inc,catering service,"5678 washington pines suite 444
millerfurt, de 55779",lewishaven,107.592.8920,mary nguyen,charity,mcclurestad,+1-453-182-2743x789
76,877,185,completed,2025-03-13 22:38:00,chicken,8,2025-03-20,374,grocery store,steeleport,non-vegetarian,lunch,"pollard, yoder and martin",grocery store,"3352 willis junctions apt. 432
lake pamelaborough, nv 36555",steeleport,731-612-0267x787,shannon pineda,individual,lake amanda,129-249-0893x786
77,65,324,completed,2025-03-04 22:57:00,fruits,45,2025-03-26,602,grocery store,north destiny,non-vegetarian,breakfast,cole llc,grocery store,"uss zhang
fpo ap 50279",north destiny,001-078-379-8075x2377,kristine martin,ngo,thompsonhaven,444.954.4127x16438
78,504,151,completed,2025-03-15 13:41:00,rice,28,2025-03-30,227,grocery store,derekport,vegetarian,lunch,morse-hoffman,grocery store,"677 jenna village
port rhonda, ok 56596",derekport,(440)514-8820x3017,lisa eaton,shelter,new aimeemouth,342.869.6733
79,188,795,cancelled,2025-03-03 01:13:00,soup,4,2025-03-20,55,grocery store,danachester,vegan,breakfast,wilson-brown,grocery store,"220 rachel trace
port mark, ak 17083",danachester,001-473-163-6196x2386,caitlin cobb,charity,north andresport,+1-968-871-4930
80,153,35,pending,2025-03-21 01:58:00,fish,20,2025-03-21,737,restaurant,port andrea,vegetarian,breakfast,"ballard, stanley and hill",restaurant,"uscgc holt
fpo aa 27710",port andrea,409.995.2073x69158,james castaneda,shelter,south rachaelhaven,932-277-2945x55052
81,964,876,completed,2025-03-03 09:13:00,rice,46,2025-03-25,192,catering service,leslieville,vegan,dinner,"hunter, ballard and caldwell",catering service,"60550 fleming branch suite 560
jessicashire, ut 62403",leslieville,001-594-592-2116x9925,jeremy robinson,ngo,jamesview,001-097-198-3229x7777
82,641,638,pending,2025-03-09 13:21:00,bread,9,2025-03-30,692,supermarket,south andrewport,vegan,snacks,"rocha, johnson and dunlap",supermarket,"31552 jodi motorway suite 547
allenport, ar 98936",south andrewport,+1-596-531-4868,timothy browning,charity,moralesfort,001-836-247-3024
83,805,695,completed,2025-03-18 19:37:00,chicken,1,2025-03-22,235,catering service,gutierrezshire,non-vegetarian,dinner,gutierrez llc,catering service,"310 myers neck
richardtown, wa 29671",gutierrezshire,+1-544-924-8841x926,janet newton,individual,west amandaport,930-590-8261
84,925,554,pending,2025-03-09 02:10:00,salad,12,2025-03-26,665,catering service,west billborough,non-vegetarian,lunch,ortega-webb,catering service,"62621 mikayla hollow suite 797
melendezview, me 58412",west billborough,001-646-036-9173x42885,margaret mccullough,charity,ortizmouth,888-890-3956
85,197,624,completed,2025-03-01 09:52:00,rice,21,2025-03-24,453,grocery store,east timothy,vegetarian,breakfast,moore llc,grocery store,"316 clark throughway suite 810
port john, nd 69257",east timothy,(305)756-5998x6969,alvin day jr.,ngo,east heatherbury,722.127.8600
86,790,425,cancelled,2025-03-02 09:25:00,chicken,2,2025-03-21,332,restaurant,west whitneymouth,vegan,dinner,cox llc,restaurant,"406 lucero mountain apt. 736
mollyport, ri 14316",west whitneymouth,001-018-140-2068x875,robert chavez,ngo,chadport,(886)049-9104x019
87,829,918,completed,2025-03-13 10:50:00,dairy,44,2025-03-18,262,supermarket,new carol,vegan,dinner,bradford-martinez,supermarket,"366 wheeler fields
harringtonchester, wy 86540",new carol,199.451.0254,katrina cruz,charity,jenkinsfurt,709-191-5616x88772
88,233,310,completed,2025-03-03 02:47:00,fish,19,2025-03-26,26,grocery store,west adammouth,non-vegetarian,snacks,hansen inc,grocery store,"9402 corey avenue
jamesland, al 54220",west adammouth,464-311-2342,gary adams,individual,new sara,001-323-823-4026x61837
89,912,632,cancelled,2025-03-05 20:34:00,dairy,6,2025-03-28,334,grocery store,south jillshire,non-vegetarian,breakfast,cox-mcintyre,grocery store,"85337 king junction suite 272
east nicoleshire, id 63161",south jillshire,(422)450-8076,austin smith,ngo,north marcusbury,219-381-8831x93973
90,378,27,completed,2025-03-04 16:53:00,soup,39,2025-03-19,834,supermarket,harrishaven,vegetarian,lunch,bruce inc,supermarket,"642 schultz divide apt. 480
matthewview, pa 26612",harrishaven,(258)012-0928x8067,johnny page,ngo,susanfurt,251.922.2940
91,251,373,completed,2025-03-18 18:10:00,dairy,12,2025-03-24,241,catering service,devinmouth,non-vegetarian,lunch,"harper, blake and alexander",catering service,"882 smith heights
east cherylborough, dc 06299",devinmouth,(144)381-3923,seth esparza,shelter,port brandonberg,2597616873
92,136,65,pending,2025-03-07 11:12:00,bread,29,2025-03-17,723,supermarket,jessicaland,vegan,dinner,butler-phillips,supermarket,"usnv gordon
fpo ap 25294",jessicaland,+1-366-362-7376x557,cody gardner,ngo,port belinda,(565)395-0421x232
93,600,129,pending,2025-03-16 11:30:00,rice,39,2025-03-24,505,restaurant,chelseaside,non-vegetarian,snacks,"sutton, day and brooks",restaurant,"psc 0203, box 6449
apo aa 03081",chelseaside,+1-651-831-7090,denise martinez,charity,drakeburgh,(463)887-8557x617
94,505,523,cancelled,2025-03-19 05:04:00,pasta,12,2025-03-22,494,supermarket,new denise,vegetarian,snacks,"anderson, adams and roberts",supermarket,"unit 8792 box 5188
dpo ap 55807",new denise,+1-941-120-2190x554,william fox,ngo,port angelafurt,228-002-6281
95,673,352,cancelled,2025-03-11 10:52:00,rice,28,2025-03-20,677,grocery store,williamsmouth,vegan,lunch,"gonzalez, dunn and oconnell",grocery store,"778 richard glen suite 654
cassandrafort, ca 25549",williamsmouth,+1-605-449-8141x1518,cody martin,individual,angelamouth,(239)678-6580x09652
96,937,500,completed,2025-03-17 07:56:00,bread,18,2025-03-27,916,catering service,patrickfort,non-vegetarian,lunch,davis and sons,catering service,"551 huynh trail apt. 373
lake kevinton, ks 39284",patrickfort,965.266.3582,richard patterson,charity,huynhmouth,1091960030
97,381,802,pending,2025-03-02 02:12:00,pasta,35,2025-03-18,86,catering service,new michelle,vegan,dinner,murphy-boyd,catering service,"7105 james overpass
wilsonberg, nc 47111",new michelle,387-962-7399x435,lisa cruz,charity,stevenmouth,(372)091-7748x36631
98,741,116,cancelled,2025-03-13 13:30:00,fish,21,2025-03-16,776,supermarket,williamview,vegan,breakfast,"lee, walker and woodward",supermarket,"unit 7428 box 9237
dpo aa 51656",williamview,001-800-825-6958,mark lee,individual,port teresa,001-983-757-6830x086
99,101,995,completed,2025-03-01 02:21:00,dairy,35,2025-03-23,538,restaurant,jasonmouth,non-vegetarian,dinner,beck inc,restaurant,"102 jackson plaza apt. 330
north meganborough, nc 67139",jasonmouth,963-484-4775x327,brittany taylor,individual,andrewsport,296-568-7106x4981
100,101,892,pending,2025-03-19 19:11:00,dairy,35,2025-03-23,538,restaurant,jasonmouth,non-vegetarian,dinner,beck inc,restaurant,"102 jackson plaza apt. 330
north meganborough, nc 67139",jasonmouth,963-484-4775x327,brian hardy,ngo,lake williamhaven,(062)642-7542x67155
101,16,654,cancelled,2025-03-07 02:19:00,dairy,6,2025-03-26,862,grocery store,east tammy,vegan,snacks,obrien-carr,grocery store,"7915 jacob tunnel suite 241
new lisaport, hi 08755",east tammy,096.381.4881x4011,john murray,shelter,fernandezberg,001-664-004-0117x5796
102,110,772,completed,2025-03-16 06:03:00,salad,49,2025-03-17,354,catering service,south alicia,vegan,dinner,rowe-arias,catering service,"8041 joseph shoal suite 878
north robertfurt, ky 43667",south alicia,090-649-4737,cassandra yoder,charity,danielfurt,+1-928-766-0621x673
